ID,Âge,Emploi,Revenu,Genre,Logis,Degré de satisfaction
455,De 55 à 64 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,10
456,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Locataire,10
457,De 35 à 44 ans,Temps plein,Abstention,Féminin,Propriétaire,8
458,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,10
459,De 55 à 64 ans,En recherche d’emploi,19 999 $ et moins,Féminin,Locataire,7
460,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
462,De 25 à 34 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,7
463,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
464,De 55 à 64 ans,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,7
465,De 55 à 64 ans,Temps plein,Abstention,Féminin,Propriétaire,8
466,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,6
467,De 18 à 24 ans,temps partiel,Abstention,Féminin,Propriétaire,8
468,De 25 à 34 ans,Au foyer,De 60 000 $ à 79 999 $,Féminin,Locataire,6
469,De 25 à 34 ans,En recherche d’emploi,De 20 000 $ à 39 999 $,Féminin,Locataire,9
470,De 18 à 24 ans,Étudiant,19 999 $ et moins,Féminin,Locataire,
471,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
473,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,9
475,De 45 à 54 ans,Travailleur autonome,160 000 $ et plus,Masculin,Propriétaire,8
476,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,9
477,De 55 à 64 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,9
479,De 55 à 64 ans,Retraité,Abstention,Féminin,Propriétaire,6
480,De 45 à 54 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,5
481,De 25 à 34 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Locataire,7
482,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Propriétaire,8
483,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Locataire,8
484,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Locataire,10
485,De 65 à 74 ans,Retraité,Abstention,Féminin,Propriétaire,7
486,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,8
487,De 55 à 64 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,8
488,De 55 à 64 ans,En recherche d’emploi,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
489,De 25 à 34 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,7
490,De 45 à 54 ans,Temps plein,Abstention,Féminin,Propriétaire,6
491,De 55 à 64 ans,Temps plein,Abstention,Masculin,Propriétaire,7
492,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Propriétaire,5
493,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,6
494,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,10
495,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,8
496,De 25 à 34 ans,temps partiel,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
497,De 55 à 64 ans,En recherche d’emploi,19 999 $ et moins,Masculin,Locataire,7
498,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
499,De 55 à 64 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,0
500,De 55 à 64 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,6
501,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,7
502,De 45 à 54 ans,Temps plein,Abstention,Masculin,Propriétaire,8
503,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
505,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,10
506,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,9
507,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
508,De 55 à 64 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,10
510,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Locataire,8
511,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
512,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Propriétaire,6
513,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,9
515,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
516,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Locataire,10
518,De 18 à 24 ans,Étudiant,De 80 000 $ à 99 999 $,Féminin,Propriétaire,6
519,75 ans ou plus,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,7
522,De 55 à 64 ans,Retraité,160 000 $ et plus,Féminin,Propriétaire,5
524,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
525,75 ans ou plus,Retraité,Abstention,Masculin,Propriétaire,8
527,De 18 à 24 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Locataire,8
528,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,10
529,De 65 à 74 ans,Retraité,Abstention,Masculin,Propriétaire,7
530,De 45 à 54 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,6
531,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Locataire,7
532,De 45 à 54 ans,Temps plein,Abstention,Féminin,Locataire,4
533,De 55 à 64 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
534,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Locataire,8
535,De 65 à 74 ans,Abstention,Abstention,Féminin,Propriétaire,8
536,De 18 à 24 ans,Étudiant,De 80 000 $ à 99 999 $,Féminin,Locataire,7
538,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,5
539,De 18 à 24 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
540,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,7
541,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,7
542,De 45 à 54 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,2
543,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,9
545,De 18 à 24 ans,Étudiant,Abstention,Féminin,Propriétaire,8
546,De 45 à 54 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,8
547,De 65 à 74 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,9
548,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,8
549,De 55 à 64 ans,Abstention,De 60 000 $ à 79 999 $,Féminin,Propriétaire,
550,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,8
551,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,8
552,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
553,De 18 à 24 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,7
554,75 ans ou plus,Retraité,Abstention,Masculin,Propriétaire,8
555,De 18 à 24 ans,Étudiant,De 60 000 $ à 79 999 $,Masculin,Locataire,4
556,De 35 à 44 ans,Au foyer,De 100 000 $ à 119 999 $,Féminin,Propriétaire,10
558,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Locataire,10
559,De 25 à 34 ans,Abstention,Abstention,Féminin,Locataire,8
562,75 ans ou plus,Retraité,Abstention,Masculin,Locataire,7
563,De 65 à 74 ans,Retraité,De 120 000 $ à 139 999 $,Masculin,Propriétaire,7
565,De 45 à 54 ans,Temps plein,Abstention,Féminin,Propriétaire,7
567,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,9
569,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,7
571,De 55 à 64 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,7
572,De 55 à 64 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,8
573,De 35 à 44 ans,temps partiel,160 000 $ et plus,Féminin,Propriétaire,8
574,De 18 à 24 ans,Étudiant,De 120 000 $ à 139 999 $,Féminin,Locataire,8
575,De 65 à 74 ans,Retraité,De 20 000 $ à 39 999 $,Masculin,Locataire,7
576,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
577,De 55 à 64 ans,En recherche d’emploi,Abstention,Féminin,Locataire,6
578,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,7
579,De 65 à 74 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,5
580,De 18 à 24 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
584,De 25 à 34 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,6
585,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,7
586,De 35 à 44 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,8
588,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Locataire,8
589,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,9
590,De 45 à 54 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,7
591,75 ans ou plus,Retraité,Abstention,Féminin,Locataire,7
592,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,10
593,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Locataire,6
594,De 25 à 34 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,7
596,De 25 à 34 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,9
597,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,
598,75 ans ou plus,Retraité,Abstention,Féminin,Propriétaire,5
599,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
600,De 65 à 74 ans,Retraité,Abstention,Masculin,Propriétaire,8
601,De 45 à 54 ans,Temps plein,160 000 $ et plus,Féminin,Propriétaire,9
603,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,5
604,De 25 à 34 ans,Travailleur autonome,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
605,De 55 à 64 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,7
606,75 ans ou plus,Retraité,160 000 $ et plus,Masculin,Propriétaire,9
607,75 ans ou plus,Retraité,De 40 000 $ à 59 999 $,Féminin,Locataire,8
608,De 35 à 44 ans,Travailleur autonome,De 100 000 $ à 119 999 $,Féminin,Propriétaire,2
609,De 65 à 74 ans,Retraité,Abstention,Féminin,Locataire,3
610,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,10
611,De 55 à 64 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,5
612,De 18 à 24 ans,Temps plein,Abstention,Féminin,Propriétaire,10
613,De 25 à 34 ans,Travailleur autonome,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
614,De 45 à 54 ans,Travailleur autonome,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
615,De 55 à 64 ans,Retraité,Abstention,Féminin,Locataire,7
617,75 ans ou plus,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
618,De 25 à 34 ans,temps partiel,De 60 000 $ à 79 999 $,Féminin,Propriétaire,7
619,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,8
620,De 55 à 64 ans,temps partiel,De 40 000 $ à 59 999 $,Masculin,Locataire,6
621,De 18 à 24 ans,Abstention,19 999 $ et moins,Féminin,Locataire,9
622,De 65 à 74 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
623,De 55 à 64 ans,temps partiel,De 20 000 $ à 39 999 $,Féminin,Propriétaire,10
624,De 18 à 24 ans,Étudiant,160 000 $ et plus,Masculin,Propriétaire,8
625,De 55 à 64 ans,Travailleur autonome,De 140 000 $ à 159 999 $,Masculin,Locataire,7
626,De 55 à 64 ans,Retraité,Abstention,Masculin,Propriétaire,8
627,De 25 à 34 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Locataire,5
628,De 65 à 74 ans,Retraité,Abstention,Féminin,Propriétaire,8
629,De 65 à 74 ans,Retraité,160 000 $ et plus,Masculin,Propriétaire,8
630,De 18 à 24 ans,temps partiel,160 000 $ et plus,Féminin,Propriétaire,7
633,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,8
634,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Locataire,7
635,De 55 à 64 ans,En recherche d’emploi,De 40 000 $ à 59 999 $,Féminin,Propriétaire,8
636,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,9
637,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Locataire,3
638,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,7
639,De 45 à 54 ans,En recherche d’emploi,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
640,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Locataire,7
641,De 25 à 34 ans,temps partiel,De 60 000 $ à 79 999 $,Masculin,Propriétaire,7
642,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,5
643,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Féminin,Locataire,8
645,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,9
646,De 45 à 54 ans,En recherche d’emploi,19 999 $ et moins,Masculin,Locataire,7
647,De 55 à 64 ans,Temps plein,Abstention,Féminin,Propriétaire,8
648,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,7
650,De 45 à 54 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,10
651,De 25 à 34 ans,Étudiant,De 40 000 $ à 59 999 $,Masculin,Locataire,8
652,De 45 à 54 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Locataire,0
653,De 35 à 44 ans,Temps plein,Abstention,Féminin,Locataire,9
654,De 45 à 54 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
655,De 18 à 24 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,6
656,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,7
657,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
658,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,7
659,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,8
660,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,3
661,De 45 à 54 ans,Abstention,De 100 000 $ à 119 999 $,Féminin,Propriétaire,6
663,De 18 à 24 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,7
664,De 45 à 54 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,7
665,De 18 à 24 ans,Étudiant,De 20 000 $ à 39 999 $,Féminin,Locataire,7
666,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
667,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,8
668,De 55 à 64 ans,temps partiel,De 60 000 $ à 79 999 $,Féminin,Locataire,7
669,De 65 à 74 ans,Retraité,Abstention,Masculin,Propriétaire,8
670,De 55 à 64 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,7
671,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Masculin,Locataire,8
672,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,6
673,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
674,De 35 à 44 ans,Au foyer,De 80 000 $ à 99 999 $,Masculin,Propriétaire,7
675,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Locataire,7
677,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,7
678,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,6
679,De 55 à 64 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Propriétaire,7
680,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Propriétaire,9
682,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
683,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
684,De 25 à 34 ans,En recherche d’emploi,De 80 000 $ à 99 999 $,Masculin,Locataire,8
685,De 65 à 74 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Locataire,9
686,De 55 à 64 ans,temps partiel,160 000 $ et plus,Féminin,Propriétaire,6
688,De 35 à 44 ans,Temps plein,Abstention,Féminin,Propriétaire,7
689,De 35 à 44 ans,Temps plein,160 000 $ et plus,Féminin,Propriétaire,8
690,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,10
691,De 65 à 74 ans,Retraité,19 999 $ et moins,Masculin,Locataire,3
693,De 35 à 44 ans,Temps plein,Abstention,Féminin,Propriétaire,7
694,75 ans ou plus,Retraité,Abstention,Masculin,Locataire,9
695,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,9
696,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Masculin,Propriétaire,7
697,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Locataire,10
698,De 55 à 64 ans,Retraité,19 999 $ et moins,Masculin,Locataire,8
699,De 55 à 64 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Locataire,8
700,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,4
701,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,10
702,De 65 à 74 ans,Retraité,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
703,De 25 à 34 ans,Travailleur autonome,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
705,De 35 à 44 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,7
706,De 18 à 24 ans,Étudiant,De 40 000 $ à 59 999 $,Féminin,Locataire,10
708,De 55 à 64 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Locataire,10
709,De 45 à 54 ans,temps partiel,De 80 000 $ à 99 999 $,Féminin,Propriétaire,6
712,De 65 à 74 ans,Retraité,19 999 $ et moins,Féminin,Locataire,9
713,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,8
714,De 55 à 64 ans,Retraité,De 100 000 $ à 119 999 $,Féminin,Propriétaire,7
715,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,8
716,De 18 à 24 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,5
717,De 25 à 34 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Locataire,6
718,De 65 à 74 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,10
719,De 35 à 44 ans,Au foyer,19 999 $ et moins,Féminin,Locataire,10
720,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,7
721,De 25 à 34 ans,Étudiant,De 80 000 $ à 99 999 $,Féminin,Propriétaire,5
723,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,7
724,De 45 à 54 ans,Temps plein,De 20 000 $ à 39 999 $,Masculin,Propriétaire,6
725,De 35 à 44 ans,temps partiel,19 999 $ et moins,Masculin,Locataire,6
726,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Féminin,Propriétaire,9
728,De 18 à 24 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,
729,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Locataire,7
730,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,3
732,De 25 à 34 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Locataire,8
733,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,7
734,75 ans ou plus,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,10
735,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Propriétaire,6
736,De 55 à 64 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Locataire,7
737,De 35 à 44 ans,Temps plein,160 000 $ et plus,Masculin,Propriétaire,10
738,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,9
739,De 55 à 64 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,8
740,De 55 à 64 ans,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,8
741,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,10
742,De 18 à 24 ans,Étudiant,Abstention,Féminin,Locataire,8
743,75 ans ou plus,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,9
744,De 35 à 44 ans,Temps plein,De 140 000 $ à 159 999 $,Féminin,Propriétaire,9
745,De 18 à 24 ans,Étudiant,De 60 000 $ à 79 999 $,Féminin,Locataire,8
746,De 45 à 54 ans,Temps plein,De 120 000 $ à 139 999 $,Masculin,Propriétaire,6
747,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,6
749,De 25 à 34 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,7
750,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Masculin,Propriétaire,7
751,De 18 à 24 ans,temps partiel,19 999 $ et moins,Féminin,Locataire,7
753,De 65 à 74 ans,Retraité,De 140 000 $ à 159 999 $,Masculin,Propriétaire,8
755,De 18 à 24 ans,Étudiant,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
756,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,8
757,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,8
758,De 65 à 74 ans,Retraité,De 60 000 $ à 79 999 $,Masculin,Locataire,8
759,De 55 à 64 ans,temps partiel,De 80 000 $ à 99 999 $,Féminin,Propriétaire,7
760,De 35 à 44 ans,Temps plein,De 120 000 $ à 139 999 $,Féminin,Propriétaire,8
761,De 45 à 54 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,5
763,De 25 à 34 ans,Temps plein,Abstention,Féminin,Locataire,6
764,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Propriétaire,7
765,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Masculin,Locataire,8
766,De 35 à 44 ans,Travailleur autonome,Abstention,Masculin,Propriétaire,6
767,De 25 à 34 ans,Temps plein,De 100 000 $ à 119 999 $,Féminin,Propriétaire,6
769,De 25 à 34 ans,Temps plein,160 000 $ et plus,Féminin,Propriétaire,8
793,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Féminin,Propriétaire,7
859,De 25 à 34 ans,Travailleur autonome,De 100 000 $ à 119 999 $,Féminin,Locataire,7
892,De 45 à 54 ans,Temps plein,De 140 000 $ à 159 999 $,Masculin,Propriétaire,8
893,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,7
894,De 18 à 24 ans,temps partiel,160 000 $ et plus,Féminin,Locataire,8
895,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,7
896,De 55 à 64 ans,Travailleur autonome,160 000 $ et plus,Masculin,Propriétaire,5
898,De 25 à 34 ans,Étudiant,De 80 000 $ à 99 999 $,Féminin,Locataire,8
899,De 55 à 64 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
900,De 55 à 64 ans,Retraité,De 80 000 $ à 99 999 $,Masculin,Propriétaire,8
901,De 35 à 44 ans,Travailleur autonome,Abstention,Masculin,Locataire,7
902,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Propriétaire,7
903,75 ans ou plus,Retraité,De 40 000 $ à 59 999 $,Masculin,Locataire,8
904,De 45 à 54 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,1
905,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Locataire,7
906,75 ans ou plus,Retraité,De 20 000 $ à 39 999 $,Féminin,Propriétaire,5
907,De 18 à 24 ans,Temps plein,De 20 000 $ à 39 999 $,Féminin,Locataire,10
908,De 35 à 44 ans,Temps plein,De 100 000 $ à 119 999 $,Masculin,Propriétaire,8
910,75 ans ou plus,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,7
911,De 18 à 24 ans,Étudiant,De 20 000 $ à 39 999 $,Féminin,Locataire,9
912,De 65 à 74 ans,Retraité,De 100 000 $ à 119 999 $,Masculin,Propriétaire,7
913,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,8
914,De 45 à 54 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
915,De 35 à 44 ans,Temps plein,De 60 000 $ à 79 999 $,Masculin,Propriétaire,8
916,De 25 à 34 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,5
918,De 18 à 24 ans,Étudiant,19 999 $ et moins,Féminin,Locataire,8
919,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Masculin,Locataire,7
920,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,8
921,De 55 à 64 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,8
922,De 18 à 24 ans,Temps plein,De 60 000 $ à 79 999 $,Féminin,Locataire,8
923,De 35 à 44 ans,Temps plein,Abstention,Féminin,Propriétaire,
924,De 25 à 34 ans,Au foyer,Abstention,Féminin,Propriétaire,6
925,De 18 à 24 ans,Étudiant,De 40 000 $ à 59 999 $,Féminin,Locataire,9
926,De 35 à 44 ans,Temps plein,De 40 000 $ à 59 999 $,Féminin,Propriétaire,7
927,De 35 à 44 ans,Temps plein,De 80 000 $ à 99 999 $,Féminin,Propriétaire,10
928,De 25 à 34 ans,Temps plein,De 20 000 $ à 39 999 $,Masculin,Locataire,10
929,De 18 à 24 ans,Étudiant,19 999 $ et moins,Féminin,Locataire,9
930,De 65 à 74 ans,Retraité,De 40 000 $ à 59 999 $,Féminin,Propriétaire,8
