Date,Année,Jour Calendrier Saison,Temp max.(°C),Temp min.(°C),Temp moy.(°C),Diff Temp (°C),Précip. tot. (mm),Précip. Tot. Hiver (mm),Nombre épisodes gel/dégel,Production moyenne par entaille (L),Débit sève (L/j),Sucre sève (%),Alimentation osmoseur (L/j),Osmoseur (heures opération/j),Pression osmoseur (bar),Sucre sortie osmoseur (%),Température Bouilloire (0C),Temps bouilloire (h),Sucre du sirop obtenu (%),Quantité de sirop obtenue (L),Transmittance produit (%),Pixel1_R,Pixel1_G,Pixel1_B,Pixel2_R,Pixel2_G,Pixel2_B,Pixel3_R,Pixel3_G,Pixel3_B,Pixel4_R,Pixel4_G,Pixel4_B,Pixel5_R,Pixel5_G,Pixel5_B,Pixel6_R,Pixel6_G,Pixel6_B,Pixel7_R,Pixel7_G,Pixel7_B,Pixel8_R,Pixel8_G,Pixel8_B,Pixel9_R,Pixel9_G,Pixel9_B,Classe Sirop
2003-03-30,2003,58,3.3,-3.4,-0.1,6.7,5,431.9,16,11.56723801,340.9,2.09,103,0.23,41.24,9.24,104.2709572,1.54,68,7.86,31.99,118.59,29.17,11.01,103.34,43.98,11.34,119.53,40.17,49.51,138.62,63.48,31.56,155.76,57.21,26.18,154.38,79.92,28.26,101.2,40.02,41.33,156.11,75.25,31.97,152.78,21.2110619,23.02014415,Foncé
2003-03-31,2003,59,0.7,-9.1,-4.2,9.8,0.2,431.9,16,11.56723801,498.6,2.31,276,0.62,40.11,8.11,103.8973212,1.59,66,13.1,58.37,241.05,158.97,55.31,250.18,135.55,9.98,255,164.74,10.4,231.11,152.3,33.06,224.08,101.29,75.83,255,172.51,9.81,255,169.92,73.01,255,165.81,46.6,235.96,160.0470942,80.67642444,Ambré
2003-04-01,2003,60,-2.8,-12.7,-7.8,9.9,0,431.9,16,11.56723801,503.7,2.38,231,0.52,38.39,6.39,104.0419139,1.58,67,13.47,48.16,252.64,99.37,0,254.2,0,0,216.18,0,0,225.35,0,0,224.82,0,0,236.17,0,0,205.67,0,0,237.4,0,0,209.58,0,0,Foncé
2003-04-02,2003,61,2.4,-6.5,-2.1,8.9,0,431.9,16,11.56723801,452.8,2.43,108,0.24,43,11,104.0442323,1.59,67,12.32,24.94,62,57.59,28,42.22,30.99,75.19,49.75,53.56,74.04,78.17,52.55,57.23,73.84,51.47,49.95,101.37,45.29,31.83,51.76,80.63,76.64,70.09,14.21,22.09,44.95,36.36700959,28.33305405,Très Foncé
2003-04-03,2003,62,0.8,-9.3,-4.3,10.1,0,431.9,16,11.56723801,513.9,2.38,241,0.54,38.37,6.37,103.8912439,1.52,66,13.96,48.84,246.55,120.95,64.05,228.81,68.71,47.38,225.36,93.25,43.05,215.38,83.25,17.06,191.56,109.21,44.02,234.21,60.51,10.7,250.89,67.61,35.67,255,128.34,71.06,234.38,114.1724881,49.23503374,Foncé
2003-04-04,2003,63,-2,-10.8,-6.4,8.8,0,431.9,16,11.56723801,447.7,2.36,169,0.38,39.16,7.16,103.8320882,1.61,66,12.05,39.14,145.11,90.86,13.43,169.69,90.75,9.48,171.52,37.13,63.41,205.23,66.48,67.62,203,97.78,53.81,163.86,87.54,45.87,153.18,100.71,37.06,160.64,31.84,19.18,202.73,36.81937379,69.25031814,Foncé
2003-04-05,2003,64,-4.8,-7.5,-6.2,2.7,3.8,431.9,16,11.56723801,137.4,2.31,64,0.14,41.04,9.04,103.8331422,1.57,66,3.61,48.11,209.81,104.53,58.59,255,126.89,6.02,223.26,123.1,66.38,232.8,105.36,17.88,218.02,82.47,71.88,193.72,67.74,0,226.09,0,0,246.57,0,0,252.45,0,0,Foncé
2003-04-06,2003,65,0.1,-8.2,-4.1,8.3,1.2,431.9,16,11.56723801,422.3,2.28,176,0.4,39.3,7.3,104.2495167,1.65,68,10.64,42.85,170.09,48.03,54.9,220.79,89.16,6.42,199.35,59.64,28.32,193.62,54.19,19.36,219.88,97.8,13.15,204.36,42.13,20.3,226.41,55.66,38.33,189.03,90.51,59.97,205.34,66.80009627,31.97086858,Foncé
2003-04-07,2003,66,-1.3,-13.6,-7.5,12.3,0,431.9,16,11.56723801,625.8,2.41,176,0.4,36.75,4.75,104.2485452,1.61,68,16.7,28.79,132.79,19.45,59.28,142.04,24.25,68.06,130.04,83.13,11.12,120.76,69.02,35.1,103.34,53.8,29.74,134.1,57.67,13.16,119.67,40.26,20.98,89.06,15.72,14.02,92.23,17.71083551,17.50618131,Foncé
2003-04-08,2003,67,2.1,-6.3,-2.1,8.4,0,431.9,16,11.56723801,427.4,2.3,209,0.47,38.14,6.14,104.2827592,1.57,68,10.87,49.85,197.39,67.45,48.51,213.71,137.51,44.24,235.49,83.45,15.61,255,82.43,0,230.11,0,0,221.12,0,0,219.43,0,0,202.26,0,0,225.6,0,0,Foncé
2003-04-09,2003,68,6.3,-6.5,-0.1,12.8,0,431.9,16,11.56723801,6512.2,2.3,2461,5.54,41.54,9.54,104.2839147,2.96,68,165.88,38.36,204.12,30.88,48.05,148.98,32.36,10.79,151.55,82.07,49.15,152.82,102.73,22.43,186.73,103.09,40.81,198.42,45.13,46.58,158.17,47.52,41.93,187.83,81.16,46.24,198.31,78.92583754,28.05209033,Foncé
2003-04-10,2003,69,9,-5.6,1.7,14.6,0,431.9,16,11.56723801,7427.9,2.31,2563,5.77,38.85,6.85,103.8087099,3.78,66,195.65,34.87,124.89,84.23,49.77,148.41,27.81,31.77,172.01,45.16,54.39,156.63,59.71,38.96,160.05,81.44,23.29,150.99,37.84,39.24,151.22,71.12,29.6,143.15,67.59,64.28,160.65,87.50300398,46.58812873,Foncé
2003-04-11,2003,70,13.7,-3.7,5,17.4,0,431.9,16,11.56723801,8852.5,2.32,2730,6.14,38.34,6.34,104.2450476,4.45,68,227.5,31.03,99.68,28.58,57.82,129.71,64.51,74.1,129.21,27.72,57.25,154.16,89.4,58.16,102.93,48.62,42.52,150.3,73.67,58.1,138.16,58.18,10.55,116.09,45.69,78.31,101,16.9414743,54.61837584,Foncé
2003-04-12,2003,71,8.7,-1.6,3.6,10.3,0,431.9,16,11.56723801,5240.3,2.34,2656,5.98,39.85,7.85,103.8091297,2.16,66,139.54,50.78,224.17,77.65,21.88,239.27,76.42,10.4,217.89,133.51,3,255,137.73,73.17,240.78,118.12,3.84,255,133.43,4.29,255,70.52,5.69,205.16,117.59,42.59,214.17,139.7612676,11.75031133,Ambré
2003-04-13,2003,72,7.1,-3.6,1.8,10.7,0,431.9,16,11.56723801,5443.8,2.29,1792,4.03,40.73,8.73,104.2019039,2.63,68,138.02,32.84,120.2,89.81,5.73,108.09,80.17,17.09,107.33,29.09,73.89,157.72,81.01,28.81,151.9,25.45,34,99.46,90.38,60.15,129.4,20.65,35.7,99.63,90.58,61.33,130.13,68.58930127,8.591717348,Foncé
2003-04-14,2003,73,7.8,-4.7,1.6,12.5,0.9,431.9,16,11.56723801,6359.5,2.44,2385,5.37,36.05,4.05,103.8392874,3.47,66,176.99,37.24,184.49,58.06,22.02,181.24,75.85,69.98,169.06,64.06,63.12,181.52,92.84,6,127.98,74.81,68.34,182,100.24,10.63,173.02,44.57,30.41,186.53,95.82,27.68,158.77,72.69970076,14.87973434,Foncé
2003-04-15,2003,74,7.7,4.1,5.9,3.6,6.1,431.9,16,11.56723801,183.2,2.03,77,0.17,37.9,5.9,103.4862763,1.53,64,4.37,41.57,200.74,49.28,47.72,202.37,101.49,67.48,189.56,47.47,13.84,168.63,39.35,20.47,199.48,72.88,54.29,193,38.85,12.34,217.74,102.25,51.54,206.79,96.05,69.33,169.99,99.56307938,38.6022259,Foncé
2003-04-16,2003,75,4.9,-10.3,-2.7,15.2,0,431.9,16,11.56723801,7733.2,2.3,3484,7.84,41.02,9.02,104.2151872,3.3,68,196.77,44.35,235.27,68.77,33.16,179.28,111.84,0,183.82,0,0,214.46,0,0,196.02,0,0,222.93,0,0,199.86,0,0,201.4,0,0,233.49,0,0,Foncé
2003-04-17,2003,76,-0.4,-13,-6.7,12.6,0,431.9,16,11.56723801,641,2.58,241,0.54,38.45,6.45,104.2288733,1.61,68,18.3,36.84,163.37,57.61,52.68,165.75,55.49,65.62,149.16,98.01,56.62,192.74,84.43,38.75,182.36,56.29,56.29,153.76,34.7,26.26,142.89,91.14,3.78,156.21,55.22,11.98,165.76,98.9527318,40.35762304,Foncé
2003-04-18,2003,77,7.5,-6.4,0.6,13.9,0,431.9,16,11.56723801,7071.8,2.4,3001,6.75,41.22,9.22,104.299784,3.13,68,187.59,41.4,219.61,60.77,58.52,171,60.33,20.61,190.06,99,39.87,216.72,89.29,17.44,194.69,80.41,67.31,194.02,72.96,4.04,214.14,48.62,26,193.79,108.98,23.13,172.71,60.21639966,51.23701598,Foncé
2003-04-19,2003,78,9.1,2.7,5.9,6.4,0.3,431.9,16,11.56723801,325.6,2.45,127,0.29,40.59,8.59,104.2017894,1.53,68,8.81,37.88,148.42,42.62,70.35,188.12,57.57,54.69,160.76,28.34,0,190.12,0,0,144.38,0,0,193.47,0,0,137.07,0,0,164.9,0,0,186.39,0,0,Foncé
2003-04-20,2003,79,10.7,1.8,6.3,8.9,0.3,431.9,16,11.56723801,452.8,2.52,112,0.25,38.48,6.48,104.2545184,1.53,68,12.63,23.92,91.36,19.64,48,47.02,84.66,75.17,88.2,13.6,73.18,99.37,55.46,61.21,62.06,38.97,32.31,29.89,63.31,53.59,70.92,11.24,71.97,64.47,32.78,60.39,77.7,67.47683781,18.86366182,Très Foncé
2003-04-21,2003,80,14.9,1.3,8.1,13.6,3.4,431.9,16,11.56723801,691.9,2.19,279,0.63,42.47,10.47,103.8373923,1.5,66,17.28,38.81,155.93,72.79,32.37,173.1,78.25,51.61,169.5,75.62,14.02,186.6,36.34,68.35,177.68,41.79,27.15,139.86,96.21,47.05,186.78,40.92,71.06,163.74,82.94,14.92,151.09,94.41672739,23.56905809,Foncé
2003-04-22,2003,81,9.1,3.2,6.2,5.9,7.8,431.9,16,11.56723801,300.2,2.19,138,0.31,41.53,9.53,104.0491117,1.53,67,7.37,44.05,192.09,112.89,4.09,198.67,65.92,23.64,184.76,118.77,38.69,214.66,46.61,29.19,167.92,57.57,72.29,236.39,89.06,68.3,234.21,49.73,14.44,234.17,56.35,15.29,219.94,109.5182023,3.979679301,Foncé
2003-04-23,2003,82,4.7,1.9,3.3,2.8,1.9,431.9,16,11.56723801,142.5,2.29,78,0.18,41.81,9.81,104.0648577,1.61,67,3.67,52.22,250.84,72.83,39.57,242.14,131.35,70.65,245.97,120.17,56.76,203.07,116.5,71.3,252.84,122.87,5.23,209.23,138.77,7.02,255,100.78,74.38,255,72.18,34.1,255,75.64116314,67.80812376,Ambré
2003-04-24,2003,83,4.8,0,2.4,4.8,14,431.9,16,11.56723801,244.2,1.66,63,0.14,41.5,9.5,104.0074558,1.58,67,4.56,24.49,108.46,65.2,72.47,86.56,81.24,35.12,59.84,15.41,59.96,63.33,76.08,28.61,95.9,22.7,79.91,107.41,66.16,21.06,34.39,25.44,70.62,62.24,79.98,39.16,91.91,67.05312341,23.83704134,Très Foncé
2003-04-25,2003,84,5.4,-1.3,2.1,6.7,1.5,431.9,16,11.56723801,3408.7,2.42,1808,4.07,36.86,4.86,104.0260288,1.6,67,92.73,50.12,228.04,108.19,35.74,227.06,127.09,13.21,255,93.64,24.34,194.51,105.34,39.16,192.94,116.8,44.04,203.36,122.44,31.91,210.08,72.79,63.34,240.58,84.96,59.15,209.88,131.5072867,47.52245552,Ambré
2003-04-26,2003,85,5.2,-0.9,2.2,6.1,18.3,431.9,16,11.56723801,3103.5,1.46,1651,3.72,38.96,6.96,104.0077311,1.54,67,50.95,50.04,194.76,108.01,68.16,255,92.08,39.22,213.04,88.72,5.27,193.28,78.93,10.6,224.19,104.74,18.07,216.46,135.78,1.29,213.26,108.85,31.59,229.06,121.89,5.55,193.19,85.63199511,9.059425684,Ambré
2003-04-27,2003,86,11.7,3.7,7.7,8,0.8,431.9,16,11.56723801,407,2.31,172,0.39,44.03,12.03,104.0424325,1.66,67,10.56,39.57,146.82,64.76,70.84,160.26,92.19,65.15,201.44,71.58,66.06,181.86,48.59,42.56,182.25,49.66,16.91,172.8,81.32,66.78,156.47,77.85,46.25,193.81,98.33,24.2,160.17,106.5331031,24.344534,Foncé
2003-04-28,2003,87,12.9,3.7,8.3,9.2,0.6,431.9,16,11.56723801,468.1,2.43,94,0.21,40.55,8.55,103.8518443,1.54,66,12.95,18.71,16.76,74.71,88.21,0,19.88,102.55,10.28,44.66,37.31,44.07,47.17,97.67,20.28,39.09,89.12,0.82,47.46,39.61,27.3,39.47,36.5,43.71,79.17,39.24,9.88,38.18236743,85.12807932,Très Foncé
2003-04-29,2003,88,12.6,1.4,7,11.2,0,431.9,16,11.56723801,569.8,2.43,250,0.56,40,8,104.0507226,1.69,67,15.52,40.69,181.14,62.13,40.65,218.45,77.09,28.23,215.54,66.77,39.64,161.6,106.8,36.07,206.98,50.97,48.54,179.17,72.47,10.26,154.46,41.15,20.37,188.78,108.85,50.5,216.63,44.36275141,41.74462053,Foncé
2003-04-30,2003,89,11.6,-3.2,4.2,14.8,0,431.9,16,11.56723801,7529.7,2.57,554,1.25,42.19,10.19,103.8636377,4.51,66,220.81,6.79,0,51.44,104.87,0,82.4,108.97,0,47.77,84.14,0,52.83,91.51,0,22.06,72.71,0,31.28,70.06,0,71.92,101.25,0,29.63,98.41,0,78.11409028,75.14708886,Très Foncé
2004-02-01,2004,1,-3.4,-13.4,-8.4,10,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-02,2004,2,-5,-15.1,-10.1,10.1,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-03,2004,3,-3.1,-14.5,-8.8,11.4,3.2,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-04,2004,4,-0.3,-14.3,-7.3,14,2.7,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-05,2004,5,-8.7,-16.8,-12.8,8.1,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-06,2004,6,-7.5,-17.6,-12.6,10.1,2,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-07,2004,7,-5.3,-11.9,-8.6,6.6,1,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-08,2004,8,-11.8,-20,-15.9,8.2,0.4,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-09,2004,9,-0.2,-17.3,-8.8,17.1,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-10,2004,10,0.8,-6.7,-3,7.5,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-11,2004,11,-2.9,-14.9,-8.9,12,0.6,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-12,2004,12,-9.3,-17.3,-13.3,8,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-13,2004,13,-1.7,-17.6,-9.7,15.9,2,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-14,2004,14,-2.1,-23.9,-13,21.8,1.1,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-15,2004,15,-19.4,-30.3,-24.9,10.9,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-16,2004,16,-13.4,-25.6,-19.5,12.2,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-17,2004,17,-11,-28.8,-19.9,17.8,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-18,2004,18,-3.1,-14.5,-8.8,11.4,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-19,2004,19,-2.7,-14.4,-8.6,11.7,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-20,2004,20,0.5,-14.4,-7,14.9,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-21,2004,21,-3.5,-6.9,-5.2,3.4,3.6,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-22,2004,22,-2.8,-5.1,-4,2.3,6.1,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-23,2004,23,-1.2,-11.6,-6.4,10.4,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-24,2004,24,-4.7,-14,-9.4,9.3,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-25,2004,25,1.2,-14.6,-6.7,15.8,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-26,2004,26,-0.5,-13,-6.8,12.5,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-27,2004,27,3.4,-13,-4.8,16.4,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-28,2004,28,2,-9.7,-3.9,11.7,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-29,2004,29,2.1,-10,-4,12.1,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-01,2004,30,2.1,-4.3,-1.1,6.4,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-02,2004,31,3.7,-1.2,1.3,4.9,8.1,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-03,2004,32,3.3,-4.4,-0.6,7.7,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-04,2004,33,0.9,-8.4,-3.8,9.3,0.8,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-05,2004,34,-0.5,-6.4,-3.5,5.9,9.9,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-06,2004,35,0.5,-3.7,-1.6,4.2,10.3,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-07,2004,36,-0.6,-6.6,-3.6,6,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-08,2004,37,-1.9,-7.3,-4.6,5.4,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-09,2004,38,-0.6,-12.2,-6.4,11.6,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-10,2004,39,2.5,-14.9,-6.2,17.4,0,631.1,20,26.46200206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-03-11,2004,40,5.1,-8.9,-1.9,14,0,631.1,20,26.46200206,12670.4,2.57,5903,13.28,39.16,7.16,104.2292122,5.79,68,359.45,52.99,251.7,105.43,21.97,206.42,100.17,19.16,255,122.42,53.14,255,107.69,55.89,248.06,82.22,26.66,224.87,116.16,10.26,255,78.59,65.09,255,103.14,33.63,255,116.2427676,37.0943469,Ambré
2004-03-12,2004,41,0.9,-4.6,-1.9,5.5,0.2,631.1,20,26.46200206,497.8,2.52,184,0.41,38.72,6.72,103.8112541,1.63,66,14.29,41.89,221.64,97.62,60.05,212.66,93.81,21.12,181.97,101.61,14.82,174.21,59.3,60.42,194.9,47.02,43.77,170.37,58.39,48.16,156.56,90.88,5.41,176.62,110.29,54.12,177.99,100.075232,51.13132828,Foncé
2004-03-13,2004,42,0.4,-9.7,-4.7,10.1,0,631.1,20,26.46200206,914.1,2.52,230,0.52,39.97,7.97,103.8867282,1.64,66,26.21,28.4,138.44,55.59,58.04,135.7,21.22,30.69,136.17,66.39,16.32,122.41,40.1,76.97,139.88,84.56,69.59,70.93,68.56,55.22,105.01,19.27,49.39,137.9,87.49,29.02,76.3,41.49632818,45.36443017,Foncé
2004-03-14,2004,43,-2.6,-15.1,-8.9,12.5,2.5,631.1,20,26.46200206,1131.3,2.34,515,1.16,39.93,7.93,104.282659,1.69,68,29.29,51.19,241.9,83.51,11.01,205.43,140.39,65.07,253.36,68.71,15.59,255,124.98,49.6,250.51,105.15,21.4,248.95,81.82,36.41,239.07,94.07,35.6,226.55,118.96,58.95,225.35,98.24819199,36.74969139,Ambré
2004-03-15,2004,44,2.7,-8.6,-3,11.3,3.5,631.1,20,26.46200206,1022.7,2.39,355,0.8,41.22,9.22,104.0630406,1.54,67,27.41,38.88,159.59,44.3,39.22,152.85,104.32,34.44,150.58,81.23,4.09,192.69,89.87,15.57,155.98,70.63,15.54,197.49,71.9,35.64,211.42,96.84,32.14,196.35,78.76,24.29,192.4,83.22922058,67.93797287,Foncé
2004-03-16,2004,45,-6.7,-15,-10.9,8.3,0,631.1,20,26.46200206,751.2,2.51,314,0.71,37.07,5.07,104.0866558,1.58,67,21.15,46.63,179.24,92.13,25.07,215.53,75.44,26.67,215.18,124.89,47.36,243.85,77.86,44.46,226.5,54.77,13.05,196.33,82.33,48.72,218.07,108.78,54.21,250.8,83.47,51.89,220.03,63.75347351,29.94514979,Foncé
2004-03-17,2004,46,-6.5,-10.8,-8.7,4.3,0,631.1,20,26.46200206,389.2,2.44,159,0.36,39.12,7.12,103.8350078,1.55,66,10.8,45.4,234.93,50.75,26.43,193.43,74.5,41.92,205.85,112.85,15.25,205.42,92.3,37.76,228.82,103.56,64.1,187.71,76.85,7.72,200.66,84.73,18.75,225.86,112.6,1.06,182.22,117.9179859,72.20699556,Foncé
2004-03-18,2004,47,-4.7,-11.4,-8.1,6.7,0,631.1,20,26.46200206,606.4,2.42,330,0.74,42.41,10.41,104.2541814,1.64,68,16.24,60.24,243.28,165.14,78.54,255,138.8,54.14,245.25,147.53,33.41,255,165.19,39.83,222.12,108.88,42.01,224.76,108.22,82.93,255,167.23,62.46,226.44,138.16,80.51,255,127.1218136,70.21512949,Ambré
2004-03-19,2004,48,-0.8,-12,-6.4,11.2,0,631.1,20,26.46200206,1013.6,2.49,373,0.84,38.07,6.07,104.2470746,1.69,68,27.95,40.57,190.24,51.82,40.26,210.1,98.25,2.07,178.52,69.91,47.25,212.08,38.75,47.46,216.9,34.88,71.44,205.32,57.31,10.14,147.22,99.7,57.38,184.13,96.1,55.09,174.67,65.39902972,2.71042036,Foncé
2004-03-20,2004,49,1,-11.5,-5.3,12.5,9.4,631.1,20,26.46200206,1131.3,1.99,633,1.42,41.87,9.87,103.8724078,1.53,66,25.65,61.44,252.08,153.73,77.82,255,160.7,36.62,255,151.65,39.58,255,185.79,60.17,255,132.1,50.46,247.21,130.95,45.67,255,134.03,62.98,255,115.45,84.65,233.72,169.2239491,25.61944611,Ambré
2004-03-21,2004,50,2.8,-9.7,-3.5,12.5,0.6,631.1,20,26.46200206,1131.3,2.61,398,0.9,45.09,13.09,103.8528105,1.64,66,33.63,38.48,204.99,35.27,59.82,197.74,95.89,59.14,187.72,44.31,73.43,147.58,97.24,45.77,166.74,60.97,74.36,179.95,82.28,46.7,141.86,101.38,26.37,141.31,89.99,18.12,157.61,49.55628369,58.7496762,Foncé
2004-03-22,2004,51,-9.6,-17.6,-13.6,8,0,631.1,20,26.46200206,724,2.51,320,0.72,40.52,8.52,103.8744566,1.57,66,20.67,48.15,238.29,84.71,16.36,246.75,75.19,47.95,219.26,108.11,16.56,205.89,129.15,45.86,186.26,87.92,17.65,255,60.73,41.88,197.16,113.05,53.37,225.86,57.12,67.24,255,65.65709561,69.07772755,Foncé
