ID,Âge,Statut Marital,Revenus,Enfants,Adolescents,Date,Temps depuis dernier achat,Vins ($/2sem),Fruits ($/2sem),Viandes ($/2sem),Poisson ($/2sem),Sucreries ($/2sem),Joaillerie ($/2sem),Achats avec rabais,Achats web,Achats catalogues,Achats en magasin,Nombre de visite sites web (par mois)
4669,39,Marié,24480,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7
10144,44,Conjoint de fait,51369,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8
8652,74,Conjoint de fait,37760,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7
1672,46,Conjoint de fait,65640,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2
8962,45,Marié,44319,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5
9974,46,Marié,30631,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7
10983,68,Conjoint de fait,75278,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3
8148,64,Conjoint de fait,50898,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5
10102,54,Veuf,79946,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3
4697,71,Divorcé,35416,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8
9262,36,Conjoint de fait,32414,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7
7254,51,Conjoint de fait,38361,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7
4543,40,Marié,82497,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4
4927,49,Conjoint de fait,16626,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9
10451,55,Conjoint de fait,29672,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6
2926,68,Conjoint de fait,55951,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8
2874,32,Divorcé,35388,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7
9738,34,Conjoint de fait,42386,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8
7119,38,Célibataire,68627,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1
3924,55,Divorcé,57912,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5
5827,62,Divorcé,35246,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5
5596,64,Conjoint de fait,58821,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6
10812,42,Marié,46377,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4
1717,32,Célibataire,39747,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8
9491,36,Conjoint de fait,23976,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7
9274,59,Marié,80950,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2
6609,54,Veuf,27038,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9
6963,73,Célibataire,77457,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1
4440,56,Marié,64100,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7
1379,28,Conjoint de fait,42670,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4
10032,44,Divorcé,12571,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6
2826,53,Marié,22574,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7
2437,31,Marié,,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3
6320,44,Célibataire,70893,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3
3050,54,Marié,54198,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4
231,64,Conjoint de fait,28839,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5
2392,48,Marié,40321,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7
9478,35,Célibataire,66503,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3
113,69,Marié,30833,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5
2863,50,Célibataire,,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7
1802,49,Marié,64795,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2
520,46,Marié,34421,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7
8275,55,Divorcé,47025,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7
9750,59,Divorcé,64325,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7
2607,67,Célibataire,40464,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8
7214,63,Marié,62187,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3
5835,44,Divorcé,14849,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8
3896,36,Marié,27255,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7
10350,70,Marié,54432,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4
7786,34,Célibataire,29999,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8
2861,37,Célibataire,24072,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8
663,31,Célibataire,33996,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4
10675,64,Marié,66334,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5
2521,49,Marié,35178,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7
9592,37,Conjoint de fait,22010,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8
10151,60,Divorcé,62204,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3
7381,52,Divorcé,75693,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4
4099,48,Marié,30675,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8
9560,55,Conjoint de fait,83003,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3
1150,121,Conjoint de fait,83532,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1
10172,32,Célibataire,68655,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3
11191,34,Divorcé,41411,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6
9707,51,Marié,55212,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8
6245,70,Conjoint de fait,59292,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3
8234,47,Conjoint de fait,27190,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8
1411,68,Divorcé,82623,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1
8553,55,Marié,44300,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6
1826,50,Divorcé,84835,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1
8842,49,Veuf,30372,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7
11030,44,Marié,33181,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6
2579,63,Marié,71113,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4
175,34,Marié,71952,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4
9185,54,Célibataire,69759,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3
11056,46,Marié,72099,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1
9365,44,Célibataire,60000,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6
6201,42,Célibataire,38643,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7
2061,65,Marié,50737,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6
6184,51,Marié,68462,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1
6142,77,Marié,65073,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2
4107,72,Conjoint de fait,46681,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5
7274,63,Marié,78618,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2
9336,51,Veuf,62187,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4
2958,42,Marié,28442,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4
933,42,Marié,37717,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9
5837,53,Marié,51479,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7
10704,51,Célibataire,54803,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4
5125,60,Marié,79530,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2
4432,44,Divorcé,31615,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7
5955,58,Conjoint de fait,72025,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3
2928,45,Célibataire,52614,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8
5680,36,Marié,35684,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6
10313,45,Marié,48178,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8
2557,50,Célibataire,29548,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4
1245,54,Célibataire,63810,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8
1519,48,Célibataire,38578,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8
10703,45,Célibataire,46098,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8
1726,50,Célibataire,22585,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9
4459,31,Célibataire,30279,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8
1729,59,Conjoint de fait,66426,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6
1517,51,Célibataire,30822,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7
2098,51,Marié,33581,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8
9543,35,Marié,19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7
6878,66,Veuf,27421,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7
3310,47,Marié,35688,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8
2724,39,Célibataire,36143,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3
948,49,Célibataire,10245,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5
6720,52,Conjoint de fait,43795,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7
6202,60,Conjoint de fait,63381,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2
2066,71,Conjoint de fait,38823,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6
9799,52,Divorcé,83664,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5
8318,41,Conjoint de fait,90300,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1
5642,41,Conjoint de fait,62499,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4
2669,27,Célibataire,74293,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2
455,74,Marié,51012,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6
7683,52,Marié,70777,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3
3428,29,Conjoint de fait,68682,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2
7414,49,Marié,43824,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8
6354,36,Conjoint de fait,15345,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8
798,33,Célibataire,23442,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7
8213,40,Conjoint de fait,14515,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7
2488,64,Divorcé,31395,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6
9999,55,Conjoint de fait,75276,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5
7617,46,Célibataire,42373,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5
615,60,Conjoint de fait,30507,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7
2552,65,Célibataire,55521,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7
194,55,Marié,48006,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6
3645,48,Célibataire,27213,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8
8890,49,Divorcé,65808,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6
5049,46,Conjoint de fait,30351,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9
9973,57,Marié,50437,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7
7301,38,Célibataire,23616,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8
10882,44,Marié,53858,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4
7030,65,Marié,66465,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6
7422,33,Célibataire,46923,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7
3523,58,Conjoint de fait,75072,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3
7106,77,Marié,75865,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1
6504,45,Conjoint de fait,19789,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5
5067,26,Conjoint de fait,80134,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5
4216,39,Célibataire,91065,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3
8581,49,Marié,49505,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8
5929,47,Marié,37401,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7
3129,37,Marié,30096,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6
6528,38,Conjoint de fait,18492,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8
1361,46,Marié,82584,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1
6932,79,Marié,93027,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2
7284,67,Marié,48686,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8
1340,34,Marié,92910,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1
8746,31,Marié,75433,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6
5987,31,Conjoint de fait,10404,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5
3767,52,Marié,61314,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3
3725,59,Célibataire,84865,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4
4324,31,Marié,42387,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8
238,53,Conjoint de fait,67309,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7
6694,56,Marié,75236,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4
498,50,Célibataire,30015,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5
9347,64,Conjoint de fait,50943,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5
9699,54,Divorcé,67272,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5
10664,71,Veuf,51529,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8
5455,49,Marié,32011,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7
456,34,Marié,7500,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8
5012,31,Marié,28691,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8
7495,72,Marié,56223,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4
5029,74,Marié,18100,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5
10642,31,Célibataire,30279,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8
2106,46,Marié,20130,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8
10364,61,Divorcé,23295,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8
5954,48,Divorcé,42618,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8
1137,56,Célibataire,81246,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1
2541,44,Marié,24027,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8
1142,67,Marié,55707,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3
2276,65,Célibataire,57959,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3
2807,51,Marié,56796,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7
6471,49,Célibataire,36230,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5
6131,40,Marié,70829,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3
6233,44,Marié,65991,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7
4148,48,Marié,38988,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8
4947,54,Célibataire,89572,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4
3225,36,Marié,42207,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6
7540,68,Marié,50300,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2
10648,38,Conjoint de fait,66664,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3
1992,56,Marié,60597,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7
7851,71,Veuf,70165,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1
8594,62,Veuf,50520,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6
7059,57,Marié,80124,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1
2815,45,Marié,33183,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7
2416,51,Célibataire,66582,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1
7999,65,Conjoint de fait,75261,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2
9213,50,Veuf,31880,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8
9697,69,Marié,53790,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6
3916,49,Conjoint de fait,49269,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7
2021,45,Marié,61456,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4
1581,40,Marié,37406,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8
564,39,Conjoint de fait,56937,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6
6619,42,Marié,38415,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7
9081,32,Célibataire,20518,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5
178,64,Marié,62503,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5
916,48,Célibataire,41644,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3
5512,43,Marié,55842,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5
8970,48,Marié,62010,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5
10581,43,Marié,41124,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8
5300,47,Marié,38961,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7
5154,48,Divorcé,37760,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6
8346,46,Célibataire,32233,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9
1676,45,Marié,43057,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5
9286,60,Conjoint de fait,83151,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3
2426,56,Divorcé,78825,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3
5172,44,Conjoint de fait,65104,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7
5562,46,Marié,60093,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6
3436,51,Marié,14045,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7
3921,68,Veuf,28457,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8
3403,62,Conjoint de fait,78952,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6
22,44,Divorcé,46310,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8
10965,65,Conjoint de fait,76005,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6
9426,56,Célibataire,58308,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8
6605,76,Divorcé,55614,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7
3136,58,Divorcé,59432,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5
8737,42,Divorcé,55563,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3
11088,49,Conjoint de fait,78642,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6
716,71,Conjoint de fait,67911,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3
466,76,Marié,65275,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2
9135,70,Conjoint de fait,27203,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8
10623,59,Conjoint de fait,48330,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5
8151,30,Marié,24279,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8
5140,35,Marié,64355,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8
10160,64,Conjoint de fait,50943,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5
4945,67,Veuf,53653,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6
10584,44,Marié,65665,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3
6071,31,Célibataire,81217,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1
3386,28,Marié,34935,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7
8939,61,Divorcé,61250,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5
9925,39,Conjoint de fait,39665,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7
4320,41,Célibataire,60152,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3
5389,56,Marié,48920,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7
6036,61,Conjoint de fait,89120,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1
182,74,Conjoint de fait,44124,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8
203,45,Célibataire,81169,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2
11025,59,Marié,36443,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8
10203,30,Célibataire,26095,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7
4607,61,Conjoint de fait,71367,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2
3711,76,Marié,80184,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3
3696,55,Divorcé,30630,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7
2532,33,Célibataire,73454,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5
9214,29,Marié,42691,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5
4943,67,Marié,70503,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6
35,33,Marié,25545,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6
2258,34,Marié,32880,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8
4322,62,Conjoint de fait,77863,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2
713,43,Marié,50353,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3
4702,56,Célibataire,61839,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8
3281,60,Marié,49154,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6
702,45,Veuf,47682,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5
2004,51,Célibataire,72679,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1
4769,43,Conjoint de fait,57954,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7
4437,58,Marié,65316,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4
8724,38,Célibataire,28567,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6
10741,69,Conjoint de fait,47352,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7
1991,53,Conjoint de fait,44931,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5
6931,53,Divorcé,76982,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4
11096,68,Conjoint de fait,57247,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2
304,39,Célibataire,22944,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7
3665,43,Conjoint de fait,25315,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8
10591,51,Veuf,43638,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7
5036,36,Célibataire,42710,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6
5547,38,Marié,84169,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3
7822,44,Conjoint de fait,54058,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3
8541,30,Marié,24683,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5
10955,56,Veuf,85620,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1
4368,40,Marié,47850,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6
9671,52,Marié,19514,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8
2256,47,Marié,27159,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6
4279,57,Célibataire,39548,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3
5371,31,Célibataire,21474,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7
9240,49,Célibataire,60504,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6
9460,57,Marié,22419,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8
9504,71,Marié,81698,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1
8692,68,Conjoint de fait,43462,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8
448,42,Célibataire,54880,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5
8314,38,Marié,79908,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2
8420,50,Marié,15315,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5
3174,61,Conjoint de fait,87771,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6
7685,42,Marié,33039,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5
3179,40,Célibataire,81741,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2
9780,49,Conjoint de fait,71499,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4
